,date,tmax,tmin,prec,sun,humidity,wind,date2
11471,1994-05-29,28.027272727272727,15.454545454545455,0.7454545454545454,15.221062545454545,76.0,0.5454545454545454,1994-05-29
11472,1994-05-30,27.681818181818183,15.863636363636363,0.0,14.811673863636365,73.45454545454545,1.1818181545454545,1994-05-30
11473,1994-05-31,27.866666666666667,16.72222222222222,0.0,16.050524555555555,73.41666666666667,1.8583333333333334,1994-05-31
11474,1994-06-01,26.833333333333332,15.075000000000001,0.9916666666666667,13.729210166666666,75.20833333333333,1.05,1994-06-01
11475,1994-06-02,28.683333333333334,15.916666666666666,0.17500000000000002,16.449159583333334,72.47916666666667,0.6062499916666667,1994-06-02
11476,1994-06-03,28.40909090909091,15.07272727272727,0.0,16.024370363636365,72.04545454545455,0.6931818181818182,1994-06-03
11477,1994-06-04,28.454545454545453,15.536363636363637,0.0,14.463848818181818,68.8409090909091,0.6749999999999999,1994-06-04
11478,1994-06-05,28.34166666666667,14.566666666666668,0.0,15.1749165,71.25,0.8770833416666667,1994-06-05
11479,1994-06-06,28.741666666666664,14.941666666666668,0.0,13.382225208333333,67.0,0.7416666583333335,1994-06-06
11480,1994-06-07,29.318181818181817,15.627272727272727,0.0,14.472481136363637,63.0,0.8954545454545454,1994-06-07
11481,1994-06-08,27.072727272727274,15.345454545454546,0.018181818181818184,12.577584727272727,70.5909090909091,0.9568181818181819,1994-06-08
11482,1994-06-09,25.954545454545453,13.727272727272727,0.8818181818181817,14.275588454545455,73.88636363636364,1.0204545454545455,1994-06-09
11483,1994-06-10,25.7,12.583333333333334,0.0,15.935917833333333,71.83333333333333,1.2645833333333334,1994-06-10
11484,1994-06-11,25.066666666666666,12.275,0.0,16.13562633333333,69.91666666666667,1.4166666666666667,1994-06-11
11485,1994-06-12,24.599999999999998,11.35,0.0,16.43122766666667,67.66666666666667,1.1562500166666665,1994-06-12
